pedido_id,fecha_pedido,producto,cantidad_producto,precio_venta,tiempo_fabricacion_medio,caducidad,destino,distancia_km,coordenadas_gps,email_cliente
25,2025-01-26,Producto10,6,18.03,5,15,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto39,2,56.7,10,30,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto6,7,85.57,6,18,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto1,2,45.84,3,9,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto10,6,18.03,5,15,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto17,2,69.85,10,30,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto27,3,93.76,10,30,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto18,4,71.71,2,6,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto18,2,71.71,2,6,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto28,8,24.6,4,12,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto5,7,64.84,1,3,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto49,2,58.45,7,21,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto49,6,58.45,7,21,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto22,7,17.45,8,24,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto5,8,64.84,1,3,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto37,8,55.4,3,9,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto30,8,16.56,7,21,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto1,7,45.84,3,9,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
25,2025-01-26,Producto48,2,52.82,3,9,Palencia,561.34,"42.4096322,-4.6161004",cliente9@correo.com
26,2025-01-27,Producto29,10,64.14,10,30,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto21,10,15.22,2,6,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto46,10,85.8,5,15,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto46,6,85.8,5,15,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto34,4,44.47,8,24,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto14,8,58.11,2,6,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto26,10,48.26,1,3,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto5,8,64.84,1,3,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto44,9,17.32,7,21,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto43,3,33.04,1,3,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto39,1,56.7,10,30,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto32,9,50.83,6,18,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto4,4,53.82,1,3,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto5,1,64.84,1,3,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto41,4,81.12,6,18,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto19,2,29.87,7,21,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto20,3,98.15,1,3,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto15,5,94.12,4,12,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto7,9,49.53,4,12,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
26,2025-01-27,Producto39,4,56.7,10,30,Teruel,299.5,"40.6005259,-0.9229282",cliente61@correo.com
27,2025-01-28,Producto7,6,49.53,4,12,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto41,7,81.12,6,18,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto13,9,29.33,10,30,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto5,4,64.84,1,3,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto21,8,15.22,2,6,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto9,5,76.82,2,6,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto39,10,56.7,10,30,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto40,1,95.77,4,12,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto34,5,44.47,8,24,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto1,4,45.84,3,9,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto49,10,58.45,7,21,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto21,1,15.22,2,6,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto24,6,53.39,7,21,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto3,2,74.19,7,21,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto29,4,64.14,10,30,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto21,3,15.22,2,6,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto1,1,45.84,3,9,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto41,4,81.12,6,18,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto23,8,22.06,6,18,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
27,2025-01-28,Producto38,9,41.61,3,9,Guipúzcoa,403.61,"43.1445278,-2.2037955",cliente37@correo.com
28,2025-01-29,Producto35,8,83.82,6,18,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto16,3,31.55,4,12,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto11,8,30.66,7,21,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto41,6,81.12,6,18,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto25,2,40.69,5,15,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto40,7,95.77,4,12,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto30,8,16.56,7,21,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto21,6,15.22,2,6,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto3,10,74.19,7,21,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto8,7,66.37,4,12,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto50,3,14.33,3,9,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto45,7,86.39,6,18,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto3,9,74.19,7,21,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto41,4,81.12,6,18,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto6,7,85.57,6,18,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto27,6,93.76,10,30,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto22,5,17.45,8,24,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto34,5,44.47,8,24,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto29,3,64.14,10,30,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
28,2025-01-29,Producto23,4,22.06,6,18,Zamora,661.01,"41.6857693,-5.942315",cliente52@correo.com
29,2025-01-30,Producto16,1,31.55,4,12,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto11,10,30.66,7,21,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto28,7,24.6,4,12,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto31,4,96.86,8,24,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto48,6,52.82,3,9,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto44,3,17.32,7,21,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto26,6,48.26,1,3,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto30,2,16.56,7,21,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto12,6,13.74,5,15,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto20,6,98.15,1,3,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto19,7,29.87,7,21,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto9,4,76.82,2,6,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto20,6,98.15,1,3,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto46,5,85.8,5,15,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto10,5,18.03,5,15,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto27,9,93.76,10,30,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto16,2,31.55,4,12,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto8,1,66.37,4,12,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto40,4,95.77,4,12,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
29,2025-01-30,Producto13,5,29.33,10,30,Soria,388.44,"41.6012505,-2.721938",cliente9@correo.com
30,2025-01-31,Producto23,10,22.06,6,18,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto3,8,74.19,7,21,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto24,10,53.39,7,21,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto17,10,69.85,10,30,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto24,7,53.39,7,21,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto36,1,36.98,5,15,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto39,4,56.7,10,30,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto43,3,33.04,1,3,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto15,3,94.12,4,12,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto11,1,30.66,7,21,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto27,6,93.76,10,30,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto6,4,85.57,6,18,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto29,1,64.14,10,30,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto43,7,33.04,1,3,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto4,10,53.82,1,3,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto9,10,76.82,2,6,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto24,5,53.39,7,21,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto22,7,17.45,8,24,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto7,1,49.53,4,12,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
30,2025-01-31,Producto21,10,15.22,2,6,Ávila,582.19,"40.656478,-4.7002172",cliente76@correo.com
31,2025-02-01,Producto43,10,33.04,1,3,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto2,9,54.2,9,27,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto21,6,15.22,2,6,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto25,8,40.69,5,15,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto29,10,64.14,10,30,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto32,10,50.83,6,18,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto1,1,45.84,3,9,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto37,2,55.4,3,9,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto27,8,93.76,10,30,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto2,1,54.2,9,27,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto14,1,58.11,2,6,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto30,9,16.56,7,21,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto13,6,29.33,10,30,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto23,7,22.06,6,18,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto29,10,64.14,10,30,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto30,8,16.56,7,21,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto28,9,24.6,4,12,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto35,6,83.82,6,18,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto27,1,93.76,10,30,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
31,2025-02-01,Producto36,4,36.98,5,15,Murcia,472.04,"37.9923795,-1.1305431",cliente46@correo.com
32,2025-02-02,Producto43,9,33.04,1,3,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto20,1,98.15,1,3,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto28,9,24.6,4,12,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto15,5,94.12,4,12,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto16,9,31.55,4,12,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto21,3,15.22,2,6,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto41,5,81.12,6,18,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto13,10,29.33,10,30,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto23,4,22.06,6,18,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto21,4,15.22,2,6,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto22,7,17.45,8,24,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto23,2,22.06,6,18,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto13,3,29.33,10,30,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto42,3,63.8,10,30,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto24,10,53.39,7,21,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto45,6,86.39,6,18,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto31,9,96.86,8,24,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto2,6,54.2,9,27,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto29,1,64.14,10,30,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
32,2025-02-02,Producto35,7,83.82,6,18,Valencia,302.81,"39.4697065,-0.3763353",cliente35@correo.com
33,2025-02-03,Producto37,1,55.4,3,9,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto17,1,69.85,10,30,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto17,5,69.85,10,30,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto23,2,22.06,6,18,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto24,3,53.39,7,21,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto22,2,17.45,8,24,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto31,1,96.86,8,24,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto42,2,63.8,10,30,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto14,2,58.11,2,6,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto2,4,54.2,9,27,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto17,4,69.85,10,30,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto30,6,16.56,7,21,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto43,8,33.04,1,3,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto14,6,58.11,2,6,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto22,7,17.45,8,24,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto45,4,86.39,6,18,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto34,5,44.47,8,24,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto48,2,52.82,3,9,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto22,10,17.45,8,24,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
33,2025-02-03,Producto39,7,56.7,10,30,Córdoba,711.53,"37.8845813,-4.7760138",cliente10@correo.com
34,2025-02-04,Producto42,10,63.8,10,30,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto33,4,12.0,8,24,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto22,5,17.45,8,24,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto46,3,85.8,5,15,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto31,2,96.86,8,24,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto3,2,74.19,7,21,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto16,7,31.55,4,12,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto7,2,49.53,4,12,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto46,10,85.8,5,15,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto39,6,56.7,10,30,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto21,8,15.22,2,6,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto20,5,98.15,1,3,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto48,2,52.82,3,9,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto14,2,58.11,2,6,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto15,4,94.12,4,12,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto48,8,52.82,3,9,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto49,2,58.45,7,21,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto16,8,31.55,4,12,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto14,10,58.11,2,6,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
34,2025-02-04,Producto9,6,76.82,2,6,Las Palmas,353.06,"27.9580004,-15.6062305",cliente47@correo.com
35,2025-02-05,Producto3,6,74.19,7,21,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto26,10,48.26,1,3,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto37,2,55.4,3,9,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto24,10,53.39,7,21,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto5,2,64.84,1,3,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto33,9,12.0,8,24,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto23,2,22.06,6,18,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto32,7,50.83,6,18,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto21,6,15.22,2,6,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto46,7,85.8,5,15,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto29,2,64.14,10,30,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto26,6,48.26,1,3,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto49,2,58.45,7,21,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto40,4,95.77,4,12,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto37,6,55.4,3,9,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto15,2,94.12,4,12,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto10,3,18.03,5,15,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto18,9,71.71,2,6,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto37,8,55.4,3,9,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
35,2025-02-05,Producto40,9,95.77,4,12,Cuenca,390.98,"40.0661031,-2.1313528",cliente4@correo.com
36,2025-02-06,Producto41,10,81.12,6,18,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto39,3,56.7,10,30,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto28,9,24.6,4,12,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto1,9,45.84,3,9,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto42,9,63.8,10,30,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto48,2,52.82,3,9,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto18,5,71.71,2,6,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto48,7,52.82,3,9,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto43,2,33.04,1,3,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto30,9,16.56,7,21,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto33,4,12.0,8,24,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto20,3,98.15,1,3,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto28,8,24.6,4,12,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto3,3,74.19,7,21,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto20,5,98.15,1,3,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto34,7,44.47,8,24,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto10,1,18.03,5,15,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto42,6,63.8,10,30,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto50,8,14.33,3,9,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
36,2025-02-06,Producto28,3,24.6,4,12,Girona,85.5,"41.9793006,2.8199439",cliente32@correo.com
37,2025-02-07,Producto12,4,13.74,5,15,Vizcaya,888.86,"43.238482,-2.8516316",cliente23@correo.com
37,2025-02-07,Producto4,3,53.82,1,3,Vizcaya,888.86,"43.238482,-2.8516316",cliente23@correo.com
37,2025-02-07,Producto14,3,58.11,2,6,Vizcaya,888.86,"43.238482,-2.8516316",cliente23@correo.com
37,2025-02-07,Producto35,4,83.82,6,18,Vizcaya,888.86,"43.238482,-2.8516316",cliente23@correo.com
